Mês;Identificação;Nome do Produto;Un;Quantidade;Custo Unitário;Custo Total;Valor Unitário;Valor Total;Margem
Janeiro;1606;M/M PV 65%POLIEST. 35%VISC. - AZUL ROYAL;KG;2481,36;24,1296;59.874,34;38,84;96.388,33;37,88
Janeiro;1631;M/M PV 65%POLIEST. 35%VISC. - BANDEIRA;KG;147,37;23,7299;3.497,09;41,39;6.099,07;42,66
Janeiro;1612;M/M PV 65%POLIEST. 35%VISC. - BEGE AREIA;KG;180,91;25,3399;4.584,25;38,16;6.903,56;33,6
Janeiro;1544;M/M PV 65%POLIEST. 35%VISC. - BRANCO;KG;4767,32;19,9309;95.017,32;34,74;165.608,55;42,63
Janeiro;1644;M/M PV 65%POLIEST. 35%VISC. - CAQUI;KG;326,65;24,1399;7.885,33;37,67;12.305,11;35,92
Janeiro;1632;M/M PV 65%POLIEST. 35%VISC. - CELESTE;KG;131,48;23,64;3.108,19;36,92;4.853,83;35,96
Janeiro;1629;M/M PV 65%POLIEST. 35%VISC. - CZ CHUMBO;KG;759,42;21,0106;15.955,93;39,71;30.159,58;47,09
Janeiro;1662;M/M PV 65%POLIEST. 35%VISC. - CZ FORTE;KG;158,62;25,7699;4.087,63;36,32;5.760,56;29,04
Janeiro;1617;M/M PV 65%POLIEST. 35%VISC. - CZ PRATA;KG;538,58;22,5432;12.141,33;36,85;19.848,33;38,83
Janeiro;1627;M/M PV 65%POLIEST. 35%VISC. - ESMERALDA;KG;54,96;22,1199;1.215,71;38,06;2.091,88;41,88
Janeiro;1610;M/M PV 65%POLIEST. 35%VISC. - FERRARI;KG;429,5;26,33;11.308,77;39,12;16.803,45;32,7
Janeiro;1635;M/M PV 65%POLIEST. 35%VISC. - GRAFITE;KG;1025,8;22,559;23.141,04;39,8;40.822,72;43,31
Janeiro;1622;M/M PV 65%POLIEST. 35%VISC. - JADE;KG;421,65;24,5336;10.344,61;39,37;16.598,57;37,68
Janeiro;1615;M/M PV 65%POLIEST. 35%VISC. - LARANJA;KG;917,91;22,4347;20.593,12;40,1;36.809,29;44,05
Janeiro;1643;M/M PV 65%POLIEST. 35%VISC. - MARROM;KG;42,66;25,3802;1.082,72;43,33;1.848,37;41,42
Janeiro;1634;M/M PV 65%POLIEST. 35%VISC. - MOTORISTA;KG;759,28;21,564;16.373,16;38,31;29.090,25;43,72
Janeiro;1641;M/M PV 65%POLIEST. 35%VISC. - PEROLA;KG;114;24,38;2.779,33;40,1;4.571,50;39,2
Janeiro;1619;M/M PV 65%POLIEST. 35%VISC. - PETROLEO;KG;628,32;21,7439;13.662,19;40,68;25.559,50;46,55
Janeiro;1616;M/M PV 65%POLIEST. 35%VISC. - PINK;KG;136,63;24,37;3.329,68;41,22;5.631,41;40,87
Janeiro;1609;M/M PV 65%POLIEST. 35%VISC. - PRETO;KG;2683,94;22,982;61.682,44;39,22;105.266,41;41,4
Janeiro;1625;M/M PV 65%POLIEST. 35%VISC. - ROXO;KG;121,62;21,7501;2.645,25;41,08;4.995,87;47,05
Janeiro;1611;M/M PV 65%POLIEST. 35%VISC. - VD FOLHA;KG;846,37;24,9091;21.082,39;39,83;33.712,73;37,46
Janeiro;1626;M/M PV 65%POLIEST. 35%VISC. - VD LIMAO;KG;56,26;24,5902;1.383,45;42,28;2.378,75;41,84
Janeiro;1623;M/M PV 65%POLIEST. 35%VISC. - VD MUSGO;KG;260,54;25,6899;6.693,27;39,62;10.321,69;35,15
Janeiro;1624;M/M PV 65%POLIEST. 35%VISC. - VERDE AGUA;KG;120,47;21,52;2.592,52;38,23;4.605,14;43,7
Janeiro;1608;M/M PV 65%POLIEST. 35%VISC. - VERMELHO;KG;263,82;24,7666;6.533,95;40,34;10.642,67;38,61
Janeiro;1620;M/M PV 65%POLIEST. 35%VISC. - VINHO;KG;304,35;22,9058;6.971,41;38;11.566,82;39,73
Janeiro;1454;M/M PV 65%POLIESTER/35%VISCOSE-CAM. 02;KG;9,75;23,6;230,1;50;487,5;52,8
